PT	AU	BE	TI	X1	Y1	Z1	SO	LA	DT	DE	X5	Y5	Z5	AB	X4	Y4	Z4	C1	EM	RI	OI	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	PD	PY	VL	IS	BP	EP	DI	EC	C2	SC	UT	OA	HC	HP	DA
J	Fonseca, Camila Veneo Campos; Silveira, Rodrigo Lanna Franco da		GOVERNANÇA CORPORATIVA E CUSTO DE CAPITAL DE TERCEIROS: EVIDÊNCIAS ENTRE EMPRESAS BRASILEIRAS DE CAPITAL ABERTO	CORPORATE GOVERNANCE AND COST OF DEBT: EVIDENCES AMONG BRAZILIAN LISTED COMPANIES	GOBIERNO CORPORATIVO Y COSTE DE CAPITAL DE TERCEROS: EVIDENCIAS ENTRE EMPRESAS BRASILEÑAS DE CAPITAL ABIERTO		REAd. Revista Eletrônica de Administração (Porto Alegre)																								1413-2311	04	2016	22	1	106	133	10.1590/1413-2311.016162016.62739				SCIELO:S1413-23112016000100106	gold				
J	Neris Jr., Celso; Fucidji, José Ricardo		A tese de performatividade e o ambiente das ideias: o papel dos modelos formais em economia	The performativity thesis and the environment of ideas: the role of formal models in economics			Nova Economia																								1980-5381	04	2016	26	1	123	146	10.1590/0103-6351/2531				SCIELO:S0103-63512016000100123	gold				
J	Noije, Paulo Van; Conti, Bruno De		A vulnerabilidade externa decorrente da Posição Internacional de Investimentos e do fluxo de rendas da economia brasileira no período 2001-2010	External vulnerability due to the International Investment Position and the income flows in Brazil from 2001 to 2010			Nova Economia																								1980-5381	04	2016	26	1	207	239	10.1590/0103-6351/2151				SCIELO:S0103-63512016000100207	gold				
J	Rocha, Leonardo Andrade; Dal-Poz, Maria Ester; Oliveira, Fernando Porfirio Soares De; Almeida, Carlos Alano Soares de		O IMPACTO DOS INVESTIMENTOS EM PESQUISA & DESENVOLVIMENTO NO DESEMPENHO DAS EMPRESAS	IMPACT OF RESEARCH AND DEVELOPMENT INVESTMENTS ON Firm's PERFORMANCE			Revista de Economia Contemporânea																								1980-5527	04	2016	20	1	58	91	10.1590/198055272013				SCIELO:S1415-98482016000100058	gold				
J	Alves, Elia Elisa Cia; Biancareli, André Martins		Cooperação financeira e distintos projetos regionais: O caso do Banco do Sul				Nova Economia														Alves, Elia/0000-0002-0434-7656; Biancarelli, Andre/0000-0002-2224-3607										1980-5381	12	2015	25	3	717	736	10.1590/0103-6351/2111				SCIELO:S0103-63512015000300717	gold				
J	Coutinho, Mauricio C.		SUBDESENVOLVIMENTO E ESTAGNAÇÃO NA AMÉRICA LATINA, DE CELSO FURTADO	UNDERDEVELOPMENT AND STAGNATION IN LATIN AMERICA, BY CELSO FURTADO			Revista de Economia Contemporânea																								1980-5527	12	2015	19	3	448	474	10.1590/198055271935				SCIELO:S1415-98482015000300448	gold				
J	CANO, WILSON		Crise e industrialização no Brasil entre 1929 e 1954: a reconstrução do Estado Nacionale a política nacional de desenvolvimento				Revista de Economia Política																								1809-4538	09	2015	35	3	444	460	10.1590/0101-31572015v35n03a04				SCIELO:S0101-31572015000300444	gold				
J	Gonzalez, Marcos Henrique Godoi; Andrade, Daniel Caixeta		A sustentabilidade ecológica do consumo em Minas Gerais: uma aplicação do método da pegada ecológica				Nova Economia																								1980-5381	08	2015	25	2	421	446	10.1590/0103-6351/2214				SCIELO:S0103-63512015000200421	gold				
J	Maia, Alexandre Gori; Sakamoto, Arthur		Occupational structure and socioeconomic inequality: a comparative study between Brazil and the United States	Estrutura ocupacional e desigualdade socioeconômica: um estudo comparativo entre o Brasil e os Estados Unidos			Economia e Sociedade													Gori Maia, Alexandre/D-6519-2012	Gori Maia, Alexandre/0000-0003-0075-5094										1982-3533	08	2015	24	2	229	261	10.1590/1982-3533.2015v24n2art1				SCIELO:S0104-06182015000200229	gold				
J	Pedrosa, Ítalo; Farhi, Maryse		Macroeconomic theory in the aftermath of the crisis: mainstream and new Keynesianism				Nova Economia																								1980-5381	08	2015	25	2	237	260	10.1590/0103-6351/1737				SCIELO:S0103-63512015000200237	gold				
J	ZAMBON, ANTONIO CARLOS; SILVA, ANA ESTELA ANTUNES DA; BAIOCO, GISELE BUSICHIA; GRADVOHL, ANDRÉ LEON SAMPAIO; NUNES, PEDRO IVO GARCIA		OBSOLESCÊNCIA ACELERADA DE PRODUTOS TECNOLÓGICOS E OS IMPACTOS NA SUSTENTABILIDADE DA PRODUÇÃO	ACCELERATED OBSOLESCENCE OF GADGETS AND ITS IMPACT ON PRODUCTION SUSTAINABILITY	OBSOLESCENCIA ACELERADA DE LOS PRODUCTOS TECNOLÓGICOS Y LOS IMPACTOS EN LA SOSTENIBILIDAD DE LA PRODUCCIÓN		RAM. Revista de Administração Mackenzie													Sampaio Gradvohl, Andre Leon/D-4751-2009	Sampaio Gradvohl, Andre Leon/0000-0002-6520-9740										1678-6971	08	2015	16	4	231	258	10.1590/1678-69712015/administracao.v16n4p231-258				SCIELO:S1678-69712015000400231	gold				
J	Ribeiro, Valéria Cristina dos Santos; Salles-Filho, Sergio Luiz Monteiro; Bin, Adriana		Gestão de institutos públicos de pesquisa no Brasil: limites do modelo jurídico	Management of public research institutes in Brazil: limits of the legal framework	Gestión de los institutos públicos de investigación en Brasil: límites del modelo legal		Revista de Administração Pública																								0034-7612	06	2015	49	3	595	614	10.1590/0034-7612126590				SCIELO:S0034-76122015000300595	gold				
J	Bastos, Pedro Paulo Zahluth		Da Diplomacia do Dólar à Diplomacia da Boa Vizinhança: continuidades e diferenças na política dos Estados Unidos para a América Latina (1898-1933)	From Dollar Diplomacy to Good Neighbor policy: continuities and differences in the policies of the United States towards Latin America (1898-1933)			Nova Economia																								1980-5381	04	2015	25	1	59	80	10.1590/0103-6351/1358				SCIELO:S0103-63512015000100059	gold				
J	Rocha, Marco Antonio M. da; Silveira, José Maria Ferreira Jardim da		Propriedade e controle dos setores privatizados no Brasil: uma avaliação da reestruturação societária pós-privatização	Ownership and control of privatized sectors in Brazil: an analysis of the ownership restructuring after the privatization process			Revista de Economia Contemporânea														da Silveira, Jose Maria/0000-0003-3680-875X										1980-5527	04	2015	19	1	49	73	10.1590/198055271913				SCIELO:S1415-98482015000100049	gold				
J	Alcântara, Wenersamy Ramos de; Alcântara, Daniela P. R. de; Silveira, José Maria F. J. da		A Desigualdade Pode Afetar a Eficiência do Sistema Financeiro? Um Modelo de Equilíbrio em Dois Períodos com Fricções na Intermediação Financeira.				Revista Brasileira de Economia														da Silveira, Jose Maria/0000-0003-3680-875X										1806-9134	03	2015	69	1	17	51	10.5935/0034-7140.20150002				SCIELO:S0034-71402015000100017	gold				
J	Augusto de Souza, Paulo Ramalho; do Carmo Romeiro, Maria; Paulo Bresciani, Luíz		Characteristics of microcredit offering in brazilian program of microcredit in Sao Paulo state	Características del ofrecimiento de microcrédito en el programa brasileño de microcrédito en Sao Paulo			Pensamiento & Gestión													Romeiro, Maria do Carmo MCR/J-2452-2016; Souza, paulo/D-9125-2015	Souza, paulo/0000-0002-4046-2811										2145-941X	01	2015	0	38	77	94	10.14482/pege.37.7020				SCIELO:S1657-62762015000100006	gold				
J	Fritz, Barbara; Biancarelli, André; Mühlich, Laurissa		Sistemas regionales de pago. Una perspectiva comparativa sobre Europa y el mundo en vías de desarrollo				El trimestre económico														Biancarelli, Andre/0000-0002-2224-3607										2448-718X	12	2014	81	324	875	908					SCIELO:S2448-718X2014000400875	gold				
J	Sanches, Lars Meyer; Lima Jr., Orlando Fontes		Hockey Stick Phenomenon: Supply Chain Management Challenge in Brazil				BAR - Brazilian Administration Review													Lima Jr, Orlando Fontes/A-5285-2013	Lima Jr, Orlando Fontes/0000-0002-4283-8245										1807-7692	09	2014	11	3	264	283	10.1590/1807-7692bar2014130044				SCIELO:S1807-76922014000300264	gold				
J	Trovão, Cassiano José Bezerra Marques; Dedecca, Claudio Salvadori		Condição de exportação e emprego formal na indústria brasileira, 2003-2008*	Export conditions and formal employment in brazilian manufacturing industries in the period 2003-2008			Revista de Economia Contemporânea																								1980-5527	08	2014	18	2	157	184	10.1590/141598481821				SCIELO:S1415-98482014000200157	gold				
J	Dedecca, Claudio Salvadori		A queda da desigualdade de renda corrente e a participação do 1% de domicílios de maior renda, 2000-2010	The reduction of income inequality and the participation of the top 1% in the Brasil, 2000-2010			Revista de Economia Política																								1809-4538	06	2014	34	2	249	265	10.1590/S0101-31572014000200005				SCIELO:S0101-31572014000200005	gold				
J	Overa, André Ferreira; Ferrão, André Munhoz de Argollo		Aspectos de Engenharia para a adaptação do Estádio Municipal do Pacaembu à prática do Rúgbi	Aspects d'ingénierie pour l'adaptation de Stade Municipal de Pacaembu à la pratique du rugby	Engineering aspects for adaptation of Municipal Stadium Pacaembu to the practice of Rugby	Aspectos de ingeniería para la adaptación del Estadio Municipal de Pacaembu para la práctica del Rugby	Interações (Campo Grande)													Argollo Ferrao, Andre/F-4728-2012	Argollo Ferrao, Andre/0000-0003-0687-3622										1984-042X	06	2014	15	1	101	107	10.1590/S1518-70122014000100010				SCIELO:S1518-70122014000100010	gold				
J	Neris Jr., Celso; Fucidji, José Ricardo; Gomes, Rogério		Trajetórias tecnológicas da indústria de telefonia móvel: um exame prospectivo de tecnologias emergentes	Technological trajectories of the mobile telephone industry: a prospective analysis of emergent technologies			Economia e Sociedade																								1982-3533	05	2014	23	2	395	431	10.1590/S0104-06182014000200005				SCIELO:S0104-06182014000200395	gold				
J	Andrade, Rogerio P. de		O ETERNO RETORNO DE KEYNES				Revista de Economia Contemporânea																								1980-5527	04	2014	18	1	147	153	10.1590/141598481817				SCIELO:S1415-98482014000100147	gold				
J	Fornari, Vinicius Cardoso de Barros; Gomes, Rogério; Morceiro, Paulo César		Atividades inovativas em indústrias de "baixa e média-baixa" tecnologias: um exame dos mecanismos de difusão da inovação				Nova Economia																								1980-5381	04	2014	24	1	75	97	10.1590/0103-6351/1926				SCIELO:S0103-63512014000100075	gold				
J	Lopreato, Francisco Luiz Cazeiro		A economia brasileira revisitada				Economia e Sociedade													Lopreato, Francisco Luiz/L-9487-2015											1982-3533	04	2014	23	1	281	286	10.1590/S0104-06182014000100010				SCIELO:S0104-06182014000100010	gold				
J	Ribeiro, Luiz Carlos de Santana; Freitas, Lucio Flavio da Silva; Carvalho, Julia Trindade Alves; Oliveira Filho, João Damásio de		Aspectos econômicos e ambientais da reciclagem: um estudo exploratório nas cooperativas de catadores de material reciclável do Estado do Rio de Janeiro				Nova Economia														Ribeiro, Luiz Carlos/0000-0001-6374-3811										1980-5381	04	2014	24	1	191	214	10.1590/103-6351/1390				SCIELO:S0103-63512014000100191	gold				
J	Rossi, Pedro		ESPECULAÇÃO E ARBITRAGEM NO MERCADO BRASILEIRO DE CÂMBIO FUTURO	SPECULATION AND ARBITRAGE IN THE BRAZILIAN FUTURE MARKET OF FOREIGN EXCHANGE			Revista de Economia Contemporânea																								1980-5527	04	2014	18	1	84	98	10.1590/141598481814				SCIELO:S1415-98482014000100084	gold				
J	Galetti, Jefferson; Hiratuka, Celio		Financiamento às exportações: uma avaliação dos impactos dos programas públicos brasileiros	Export financing: a review on the impacts of brazilian public programs			Revista de Economia Contemporânea													Hiratuka, Celio/F-2826-2015	Hiratuka, Celio/0000-0002-3265-3036										1980-5527	12	2013	17	3	494	516	10.1590/S1415-98482013000300005				SCIELO:S1415-98482013000300005	gold				
J	Silveira, Rodrigo Lanna Franco da; Maia, Alexandre Gori; Saes, Maria Sylvia Macchione; Cruz Júnior, José César		Excesso de confiança em relação aos preços de venda: um estudo entre cafeicultores	Overconfidence in relation to sale prices: a study among coffee producers	Exceso de confianza con relación a los precios de venta: un estudio entre productores de café		Revista de Administração (São Paulo)													Gori Maia, Alexandre/D-6519-2012; Cruz Junior, Jose Cesar/E-9882-2013; Silveira, Rodrigo Lanna Franco da/B-1874-2019	Gori Maia, Alexandre/0000-0003-0075-5094; Cruz Junior, Jose Cesar/0000-0002-1773-4647; Silveira, Rodrigo Lanna Franco da/0000-0002-1208-5713										1984-6142	09	2013	48	3	399	408	10.5700/rausp1095				SCIELO:S0080-21072013000300002	gold				
J	Lopreato, Francisco Luiz C.		Milton Friedman e a efetividade da política fiscal	Milton Friedman and the effectiveness of fiscl policy			Revista de Economia Contemporânea													Lopreato, Francisco Luiz/L-9487-2015											1980-5527	08	2013	17	2	201	220	10.1590/S1415-98482013000200001				SCIELO:S1415-98482013000200001	gold				
J	Luz, Manuel Ramon Souza			Darwin's conjecture: the search for general principles of social & economic evolution			Economia e Sociedade																								1982-3533	08	2013	22	2	577	582	10.1590/S0104-06182013000200010				SCIELO:S0104-06182013000200010	gold				
J	Bernardes, Roberto Carlos; Varela, Carmen Augusta; Consoni, Flávia Luciane; Sacramento, Eliana Sabá		Ensaio sobre as virtudes do capital de risco corporativo para projetos de alta tecnologia no setor agrícola: a trajetória inovadora da Alellyx Applied Genomics e da CanaVialis	Essay on the virtues of corporate venture capital for high-tech projects in the agricultural sector: the innovative trajectory of Alellyx Applied Genomics and CanaVialis	Ensayo sobre las virtudes del capital de riesgo corporativo para el desarrollo de proyectos de alta tecnología en el sector agrícola: la trayectoria innovadora de Alellyx Applied Genomics y de CanaVialis		Revista de Administração (São Paulo)																								1984-6142	06	2013	48	2	327	340	10.5700/rausp1091				SCIELO:S0080-21072013000200011	gold				
J	Reis Neto, José Francisco dos; Muñoz-Gallego, Pablo Antonio; Souza, Celso Correia de; Rodrigues, Wesley Osvaldo Pradella		As conexões entre orientação empreendedora, capacidade de marketing e a percepção do desempenho empresarial: evidências empíricas das micro e pequenas empresas varejistas	Connections between entrepreneurial orientation, marketing capability and business performance perception: empirical evidence from micro and small business retailers	Las conexiones entre la orientación emprendedora, capacidad de marketing y desempeño empresarial percibido: evidencias empíricas de las micro y pequeñas empresas minorista		RAM. Revista de Administração Mackenzie													Muñoz-Gallego, Pablo Antonio/L-4904-2014	Muñoz-Gallego, Pablo Antonio/0000-0003-4531-2051										1678-6971	06	2013	14	3	236	271	10.1590/S1678-69712013000300010				SCIELO:S1678-69712013000300010	gold				
J	Bezerra, Márcia Maria de O.; Correa, André Luíz; Mendonça, Ana Rosa Ribeiro de; Clementino, Maria do Livramento Miranda		Formação, sustentação ou implosão de uma bolha imobiliária? A dinâmica de preços no mercado de imóveis de Natal no período 2005-2010	Development, maintenance or implosion of a housing bubble? The dynamics of prices on Natal's real estate market in the period 2005- 2010			Economia e Sociedade														Correa, Andre Luiz/0000-0001-5701-7549										1982-3533	04	2013	22	1	167	196	10.1590/S0104-06182013000100006				SCIELO:S0104-06182013000100006	gold				
J	Dedecca, Claudio Salvadori		Os países desenvolvidos e a desigualdade econômica	The developed countries and economic inequality			Economia e Sociedade																								1982-3533	12	2012	21	3	449	484	10.1590/S0104-06182012000300001				SCIELO:S0104-06182012000300001	gold				
J	Luz, Manuel Ramon Souza; Fracalanza, Paulo Sérgio		Alfred Marshall e as "evoluções" vitorianas: situando Darwin e Spencer nos fundamentos teóricos do pensamento marshalliano				Nova Economia													Fracalanza, Paulo/D-9855-2013	Fracalanza, Paulo/0000-0002-8395-981X										1980-5381	12	2012	22	3	417	450	10.1590/S0103-63512012000300001				SCIELO:S0103-63512012000300001	gold				
J	Portugal Júnior, Pedro dos Santos; Reydon, Bastiaan Philip; Portugal, Nilton dos Santos		A sustentabilidade ambiental como direcionador estratégico ao processo de reindustrialização no Brasil	Environmental sustainability as strategic direction to be taken in the re-industrialization process in Brazil			Economia e Sociedade																								1982-3533	12	2012	21	spe	889	907	10.1590/S0104-06182012000400008				SCIELO:S0104-06182012000400008	gold				
J	Guimarães, Roberto; Fontoura, Yuna		Desenvolvimento sustentável na Rio+20: discursos, avanços, retrocessos e novas perspectivas	Sustainable development in Rio+20: discourses, advances, regressions and new prospects			Cadernos EBAPE.BR																								1679-3951	09	2012	10	3	508	532	10.1590/S1679-39512012000300004				SCIELO:S1679-39512012000300004	gold				
J	Pacheco, Carlos Américo		Notas em homenagem ao professor Antônio Barros de Castro - seminário: o Brasil no espelho da China: as reflexões de Barros de Castro				Revista de Economia Contemporânea																								1980-5527	08	2012	16	2	193	200	10.1590/S1415-98482012000200001				SCIELO:S1415-98482012000200001	gold				
J	Kreitlon, Maria Priscilla		McMoral, iPolítica, cidadania Wireless: reflexões para o ensino e a pesquisa em RSE no Brasil	McMorals, iPolitics, Wireless citizenship: thoughts for CSR teaching and research in Brazil			Revista de Administração Contemporânea																								1982-7849	04	2012	16	2	271	289	10.1590/S1415-65552012000200007				SCIELO:S1415-65552012000200007	gold				
J	Miranda, José Carlos; Tauile, José Ricardo; Haguenauer, Lia		Políticas de gestão do sistema produtivo: uma resposta possível do estado à crise brasileira				Revista de Economia Contemporânea																								1980-5527	04	2012	16	1	177	187	10.1590/S1415-98482012000100009				SCIELO:S1415-98482012000100009	gold				
J	Piccin, Marcos Botton		Assentamentos rurais e geração de renda: posição social restringida, recursos socioculturais e mercados	Rural settlements and income generation: restricted social status, socio-cultural resources and markets			Economia e Sociedade																								1982-3533	04	2012	21	1	115	141	10.1590/S0104-06182012000100005				SCIELO:S0104-06182012000100005	gold				
J	Dedecca, Claudio Salvadori		Desigualdade, mas de qual falamos?				Revista de Economia Política																								1809-4538	03	2012	32	1	55	71	10.1590/S0101-31572012000100004				SCIELO:S0101-31572012000100004	gold				
J	Rossi, George Bedinelli; Liveri, Fernanda; Silva, Dirceu Da; Garcia, Mauro Neves		Interatividade: fator a aumentar a memorização	Interactivity: a factory to increase memorization	Interactividad: un factor que aumenta la memorización		Revista Brasileira de Gestão de Negócios																								1983-0807	03	2012	14	42	59	77	10.7819/rbgn.v14i42.842				SCIELO:S1806-48922012000100059	gold				
J	Albuquerque, Marconi Edson Esmeraldo; Bonacelli, Maria Beatriz Machado		A introdução da concepção de excelência gerencial nos institutos e centros de pesquisa brasileiros: o projeto excelência na pesquisa tecnológica	Managerial excellence in brazilian research institutes and centers: the experience of 'excellence in technological research program'			REAd. Revista Eletrônica de Administração (Porto Alegre)																								1413-2311	12	2011	17	3	592	616	10.1590/S1413-23112011000300001				SCIELO:S1413-23112011000300001	gold				
J	Coutinho, Mauricio C.		Barbon versus Locke sobre o valor da moeda				Estudos Econômicos (São Paulo)																								1980-5357	12	2011	41	4	661	689	10.1590/S0101-41612011000400001				SCIELO:S0101-41612011000400001	gold				
J	Bastos, Pedro Paulo Zahluth		Qual era o projeto econômico varguista?	Which was Vargas' economic program?			Estudos Econômicos (São Paulo)																								1980-5357	06	2011	41	2	345	382	10.1590/S0101-41612011000200006				SCIELO:S0101-41612011000200006	gold				
J	Macarini, José Pedro		Governo Geisel: transição político-econômica? Um ensaio de revisão	The Geisel administration: political-economic transition? An essay of revision			Revista de Economia Contemporânea																								1980-5527	04	2011	15	1	30	61	10.1590/S1415-98482011000100002				SCIELO:S1415-98482011000100002	gold				
J	Moraes, Gustavo Inácio de; Serra, Maurício Aguiar		O modelo IS-LM-EE para economias abertas e distinções dos efeitos para as economias nacionais	The IS-LM-EE model for open economies and particular effects on the national economies			Economia e Sociedade																								1982-3533	04	2011	20	1	53	78	10.1590/S0104-06182011000100003				SCIELO:S0104-06182011000100003	gold				
J	Aggio, Gustavo de Oliveira		Emergência de convenções sociais: uma análise a partir da simulação de interações descentralizadas caracterizadas pela disposição à imitação de comportamento				Revista Brasileira de Economia																								1806-9134	03	2011	65	1	3	21	10.1590/S0034-71402011000100001				SCIELO:S0034-71402011000100001	gold				
J	Prates, Daniela Magalhães		Exchange rate management techniques				Revista de Economia Política																								1809-4538		2011	31	5	903	911	10.1590/S0101-31572011000500022				SCIELO:S0101-31572011000500022	gold				
J	Andrade, Rogerio P. de; Silva, Renata Carvalho		Uma mestra na periferia do capitalismo: a economia política de Maria da Conceição Tavares				Revista de Economia Política																								1809-4538	12	2010	30	4	539	559	10.1590/S0101-31572010000400001				SCIELO:S0101-31572010000400001	gold				
J	Costa, Fernando Nogueira da		Método dinâmico da Escola de Estocolmo				Revista de Economia Política																								1809-4538	12	2010	30	4	625	644	10.1590/S0101-31572010000400005				SCIELO:S0101-31572010000400005	gold				
J	Maia, Alexandre Gori		A contribuição das fontes de rendimento na dinâmica da distribuição espacial de renda no Brasil				Nova Economia													Gori Maia, Alexandre/D-6519-2012	Gori Maia, Alexandre/0000-0003-0075-5094										1980-5381	12	2010	20	3	461	490	10.1590/S0103-63512010000300003				SCIELO:S0103-63512010000300003	gold				
J	Coutinho, Maurício Chalfin		Resenha bibliográfica				Estudos Econômicos (São Paulo)																								1980-5357	06	2010	40	2	499	503	10.1590/S0101-41612010000200009				SCIELO:S0101-41612010000200009	gold				
J	Hoffmann, Rodolfo		Como aposentadorias e pensões afetam a educação e o trabalho de jovens do domicílio	How pensions affect the schooling and labor of the household's youngsters			Economia e Sociedade																								1982-3533	04	2010	19	1	201	209	10.1590/S0104-06182010000100008				SCIELO:S0104-06182010000100008	gold				
J	Rocha, Leonardo Andrade; Khan, Ahmad Saeed; Lima, Patrícia Verônica Pinheiro Sales		Qualidade institucional: uma ampliação do modelo de Solow				Revista Brasileira de Economia														Lima, Patricia/0000-0002-6622-3640										1806-9134	03	2010	64	1	57	66	10.1590/S0034-71402010000100004				SCIELO:S0034-71402010000100004	gold				
J	Cano, Wilson		América Latina: notas sobre a crise				Economia e Sociedade																								1982-3533	12	2009	18	3	603	621	10.1590/S0104-06182009000300008				SCIELO:S0104-06182009000300008	gold				
J	Deos, Simone Silva de; Andrade, Rogério P. de		Metas de inflação: lições da era Greenspan	Inflation targets: lessons from the Greenspan era			Revista de Economia Política														Deos, Simone/0000-0003-1134-0871										1809-4538	09	2009	29	3	93	113	10.1590/S0101-31572009000300006				SCIELO:S0101-31572009000300006	gold				
J	Hoffmann, Rodolfo		Comentário sobre o artigo intitulado "Banking and regional inequality in Brazil: an empirical note				Revista de Economia Política																								1809-4538	09	2009	29	3	252	253	10.1590/S0101-31572009000300014				SCIELO:S0101-31572009000300014	gold				
J	Arruda, José Jobson de Andrade		Da história econômica à cultural: a singular travessia de Stuart Schwartz				Economia e Sociedade																								1982-3533	08	2009	18	2	433	437	10.1590/S0104-06182009000200010				SCIELO:S0104-06182009000200010	gold				
J	Funari, Armando Palermo		Desconcentração produtiva regional do Brasil 1970-2005				Economia e Sociedade																								1982-3533	08	2009	18	2	429	432	10.1590/S0104-06182009000200009				SCIELO:S0104-06182009000200009	gold				
J	Coutinho, Mauricio Chalflin			Farm to factory: a reinterpretation of the Soviet industrial revolution			Economia e Sociedade																								1982-3533	04	2009	18	1	233	236	10.1590/S0104-06182009000100008				SCIELO:S0104-06182009000100008	gold				
J	Bettini, Humberto Filipe de Andrade Januário; Oliveira, Alessandro Vinícius Marques de		Condicionantes macroeconômicos e regulatórios da determinação da capacidade produtiva: estudo de caso do setor aéreo				Estudos Econômicos (São Paulo)													Bettini, Humberto/K-2311-2017											1980-5357	03	2009	39	1	161	183	10.1590/S0101-41612009000100006				SCIELO:S0101-41612009000100006	gold				
J	Coutinho, Mauricio C.		Economia de Minas e economia da mineração em Celso Furtado	The economy of Minas Gerais and the economy of mining in Celso Furtado			Nova Economia																								1980-5381	12	2008	18	3	361	378	10.1590/S0103-63512008000300002				SCIELO:S0103-63512008000300002	gold				
J	Freitas, Maria Cristina Penido de; Prates, Daniela Magalhães		Investimentos estrangeiros nos sistemas financeiros latino-americanos: os casos da Argentina, do Brasil e do México	Foreigner's investments in the Latin-American financial systems: the experiences of Argentina, Brazil and Mexico			Revista de Economia Contemporânea																								1980-5527	08	2008	12	2	189	218	10.1590/S1415-98482008000200001				SCIELO:S1415-98482008000200001	gold				
J	Macarini, José Pedro		Um aspecto da política econômica do "milagre brasileiro": a política de mercado de capitais e a bolha especulativa 1969-1971				Estudos Econômicos (São Paulo)																								1980-5357	03	2008	38	1	151	172	10.1590/S0101-41612008000100007				SCIELO:S0101-41612008000100007	gold				
J	Ramos, Pedro		Os mercados mundiais de açúcar e a evolução da agroindústria canavieira do Brasil entre 1930 e 1980: do açúcar ao álcool para o mercado interno				Economia Aplicada																								1980-5330	12	2007	11	4	559	585	10.1590/S1413-80502007000400006				SCIELO:S1413-80502007000400006	gold				
J	Macedo Cintra, Marcos Antonio		Suave fracaso: la política macroeconómica de Brasil durante 1999-2005	Smooth Failure: The Macroeconomic Policy of Brazil during 1999-2005			Investigación económica																								0185-1667	09	2007	66	261	61	96					SCIELO:S0185-16672007000300061	gold				
J	Coutinho, Mauricio C.		Cantillon e Sismondi sobre população, renda e subsistência	Cantillon and Sismondi on population, revenue and subsistence			Revista de Economia Política																								1809-4538	06	2007	27	2	242	260	10.1590/S0101-31572007000200006				SCIELO:S0101-31572007000200006	gold				
J	Montagner, Miguel Ângelo; Montagner, Maria Inez; Silva, Lucas Frazão; Roselino, José Eduardo		O panoptismo e as novas tecnologias: o biocontrole como ideologia moderna				Organizações & Sociedade																								1984-9230	06	2007	14	41	31	44	10.1590/S1984-92302007000200001				SCIELO:S1984-92302007000200001	gold				
J	Oreiro, José Luís; Bó, Inácio Guerberoff Lanari		Endividamento externo e controles de capitais: uma análise computacional de um modelo macrodinâmico Pós-keynesiano				Estudos Econômicos (São Paulo)																								1980-5357	12	2006	36	4	747	777	10.1590/S0101-41612006000400004				SCIELO:S0101-41612006000400004	gold				
J	Santos, Fábio Alexandre dos		Rio Claro e a greve dos trabalhadores da Cia: Paulista de Estradas de Ferro em 1906				América Latina en la historia económica																								2007-3496	06	2006		25	95	117					SCIELO:S1405-22532006000100004	gold				
J	Gimenez, Fernando Antonio Prado; Inácio Júnior, Edmundo		Validação do instrumento Team Factors Inventory em empresas brasileiras	Validation of the Team Factors Inventory in brazilian companies			Revista de Administração Contemporânea													Gimenez, Fernando/O-4829-2014; Inacio Junior, Edmundo/C-5483-2012	Gimenez, Fernando/0000-0002-5143-9553; Inacio Junior, Edmundo/0000-0003-0137-0778										1982-7849		2006	10	spe	137	158	10.1590/S1415-65552006000500008				SCIELO:S1415-65552006000500008	gold				
J	Lima, Gilberto Tadeu; Meirelles, Antonio J. A.		Regimes de financiamento, risco crescente do endividamento e fragilidade financeira				Estudos Econômicos (São Paulo)																								1980-5357	06	2005	35	2	317	334	10.1590/S0101-41612005000200004				SCIELO:S0101-41612005000200004	gold				
J	Bertella, Mário Augusto; Lima, Gilberto Tadeu		Investimento direto externo, acumulação de capital produtivo e distribuição de renda: uma abordagem pós-keynesiana	Foreign direct investment, productive capital accumulation and income distribution: a post-keynesian approach			Revista de Economia Política																								1809-4538	04	2005	25	2	74	95	10.1590/S0101-31572005000200006				SCIELO:S0101-31572005000200006	gold				
J	DEDECCA, CLÁUDIO SALVADORI		Notas sobre a Evolução do Mercado de Trabalho no Brasil	On the Evolution of the Brazilian Labor Market			Brazilian Journal of Political Economy																								1809-4538	03	2005	25	1	113	130	10.1590/0101-35172005-1640				SCIELO:S0101-31572005000100006	gold				
J	MATTOS, FERNANDO AUGUSTO MANSOR DE		Elementos Explicativos da Expansão Econômica Virtuosa dos Anos Dourados (1945-1973)	Explaining the virtuous economic growth of the Golden Age (1945-1973)			Brazilian Journal of Political Economy																								1809-4538	03	2005	25	1	29	52	10.1590/0101-35172005-1279				SCIELO:S0101-31572005000100003	gold				
J	Franco, Eliane; Carvalho, Ruy de Quadros		Technological strategies of Transnational Corporations affiliates in Brazil				Revista de Administração Contemporânea																								1982-7849		2005	9	spe1	109	133	10.1590/S1415-65552005000500007				SCIELO:S1415-65552005000500007	gold				
J	Franco, Eliane; Carvalho, Ruy de Quadros		Technological strategies of transnational corporations affiliates in Brazil				BAR - Brazilian Administration Review																								1807-7692	12	2004	1	1	16	33	10.1590/S1807-76922004000100003				SCIELO:S1807-76922004000100003	gold				
