PT	AU	BE	TI	X1	Y1	Z1	SO	LA	DT	DE	X5	Y5	Z5	AB	X4	Y4	Z4	C1	EM	RI	OI	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	PD	PY	VL	IS	BP	EP	DI	EC	C2	SC	UT	OA	HC	HP	DA
J	Prates, Daniela Magalhães		Exchange rate management techniques				Revista de Economia Política	English	research-article									[Prates, Daniela Magalhães] Universidade Estadual de Campinas, Brazil					15	0	0	0	0	Editora 34	São Paulo	São Paulo	1809-4538		2011	31	5	903	911	10.1590/S0101-31572011000500022	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572011000500022	gold				
J	Andrade, Rogerio P. de; Silva, Renata Carvalho		Uma mestra na periferia do capitalismo: a economia política de Maria da Conceição Tavares				Revista de Economia Política	Portuguese	research-article	Maria da Conceição Tavares; Brazilian Economic Thought; Methodology; Marx; Kalecki; Keynes				A master in the periphery of capitalism. Maria da Conceição Tavares is an eminent figure in Brazilian economic thought, especially in heterodox circles. She has tackled various issues, such as underdevelopment, from the perspective of a "critique of political economy". The purpose of this article is to identify the main theoretical references, as well as the methodological stance, in Tavares's works, by revisiting the author's critical dialogue with some strands of Political Economy. Although Tavares's work sets up a dialogue with various economists, the paper will focus on her interpretation of Marx, Keynes and Kalecki, whose ideas are of utmost importance for the construction of her analytical framework.				[Silva, Renata Carvalho] Universidade Federal Fluminense, Brazil; [Andrade, Rogerio P. de] Universidade Estadual de Campinas, Brazil					25	0	1	0	0	Editora 34	São Paulo	São Paulo	1809-4538	12	2010	30	4	539	559	10.1590/S0101-31572010000400001	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572010000400001	gold				
J	Costa, Fernando Nogueira da		Método dinâmico da Escola de Estocolmo				Revista de Economia Política	Portuguese	research-article	School of thought; dynamic method; ex ante				Dynamic method of the Stockholm School. The development of the dynamic method is considered the biggest contribution of the Stockholm School. The objective of this review-article is to show as this method contributed for the Alternative Theory of Money. The influence received from Wicksell is argued. The Stockholm School anticipated the thought of Keynes, but advancing dynamic macroeconomic analysis. The restatement of Keynes'ideas, under the dynamic method, is important post Keynesian contribution.				[Costa, Fernando Nogueira da] Universidade Estadual de Campinas, Brazil					31	0	0	0	0	Editora 34	São Paulo	São Paulo	1809-4538	12	2010	30	4	625	644	10.1590/S0101-31572010000400005	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572010000400005	gold				
J	Maia, Alexandre Gori		A contribuição das fontes de rendimento na dinâmica da distribuição espacial de renda no Brasil				Nova Economia	Portuguese	research-article	regional disparities; income distribution; spatial data analysis; pensions; convergence theory		disparidade regional; distribuição de renda; análise de dados espaciais; aposentadorias e pensões; teoria da convergência		The main purpose of this paper is to analyze the dynamics of spatial inequality among Brazilian municipalities from 1980 to 2000. In order to evaluate the different patterns of income distribution, the paper also analyzes the municipalities' dependence level in relation to different sources of income (labor, pensions and other sources) and its contribution to the dynamics of income inequality in the territory. Overall, it intends to highlight the important role of regional disparities in the Brazilian income inequality and the relevant contribution of non-labor incomes, especially pensions, to reduce differences among municipalities per capita household income.		Este trabalho analisa a dinâmica dos padrões espaciais de concentração de renda dos municípios brasileiros entre os anos de 1980 e 2000. Para avaliar as diferentes configurações que surgem dessa distribuição, analisa-se ainda o grau de dependência dos municípios em relação às diferentes fontes de rendimento (trabalho, aposentadorias, pensões e outras fontes) e sua contribuição para a dinâmica da desigualdade no território. De maneira geral, destaca-se o importante papel das diferenças regionais na extrema desigualdade de renda no Brasil e a relevante contribuição dos rendimentos não provenientes do trabalho, sobretudo aposentadorias e pensões, para a redução das diferenças entre as rendas per capita municipais.		[Maia, Alexandre Gori] Universidade Estadual de Campinas, Brazil		Gori Maia, Alexandre/D-6519-2012	Gori Maia, Alexandre/0000-0003-0075-5094		34	0	1	0	4	Nova Economia	Belo Horizonte	Belo Horizonte	1980-5381	12	2010	20	3	461	490	10.1590/S0103-63512010000300003	Economics	SciELO Brazil	Business & Economics	SCIELO:S0103-63512010000300003	gold				
J	Coutinho, Maurício Chalfin		Resenha bibliográfica				Estudos Econômicos (São Paulo)	Portuguese	research-article									[Coutinho, Maurício Chalfin] Universidade Estadual de Campinas, Brazil					4	0	0	0	0	Faculdade de Economia, Administração e Contabilidade da Universidade de São Paulo (FEA-USP)	São Paulo	São Paulo	1980-5357	06	2010	40	2	499	503	10.1590/S0101-41612010000200009	Economics	SciELO Brazil	Business & Economics	SCIELO:S0101-41612010000200009	gold				
J	Hoffmann, Rodolfo		Como aposentadorias e pensões afetam a educação e o trabalho de jovens do domicílio	How pensions affect the schooling and labor of the household's youngsters			Economia e Sociedade	Portuguese	research-article	Pensions; Youngsters; Labor; Multinomial logit		Aposentadorias; Jovens; Trabalho; Lógite mutinomial		The central question of this paper is to determine whether the component of the household income constituted by pensions affects the probability of the youngsters (15 to 21 years old) in the household being neither students nor labor suppliers. Combining the possibilities of attending or not attending school and participating or not in the labor market, there are 4 situations whose probabilities are analyzed using a multinomial logit model. Using data from the 2006 Brazilian National Household Sample Survey, it is shown that the income of pensioners contributes substantially to increase the probability of the household's youngsters being in school and not participating in the labor market. There is no evidence that pension incomes in a household increase the probability of their youngsters being simultaneously outside school and outside the labor market.		A questão central é saber como o valor da parcela do rendimento domiciliar formada por aposentadorias e pensões afeta a probabilidade de jovens (15 a 21 anos de idade) desse domicílio não estarem estudando nem participando do mercado de trabalho. Combinando as possibilidades de estar ou não freqüentando escola e estar ou não no mercado de trabalho, há 4 situações, cujas probabilidades foram analisadas por meio de um lógite multinomial. Usando dados da PNAD de 2006 mostra-se que o rendimento de aposentadorias e pensões contribui claramente para aumentar a probabilidade de o jovem estudar e não participar do mercado de trabalho. Não há base para afirmar que aposentadorias e pensões contribuem para aumentar a probabilidade de que os jovens do domicílio não estudem nem participem do mercado de trabalho.		[Hoffmann, Rodolfo] Universidade Estadual de Campinas, Brazil					3	0	1	0	0	Instituto de Economia da Universidade Estadual de Campinas	Campinas	Campinas	1982-3533	04	2010	19	1	201	209	10.1590/S0104-06182010000100008	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182010000100008	gold				
J	Rocha, Leonardo Andrade; Khan, Ahmad Saeed; Lima, Patrícia Verônica Pinheiro Sales		Qualidade institucional: uma ampliação do modelo de Solow				Revista Brasileira de Economia	Portuguese	research-article			instituições; crescimento; capital humano		The main objective of this paper is to verify the importance of institutional quality and human capital on the accumulation of wealth by nations, according to an extended Solow's model. A variable capturing institutional quality increases the explanation power. Despite the difficulty of measuring institutional quality, the experiment provides results which are consistent with the ones obtained by Acemoglu et al. (2001) on the causality between economic growth and the quality of institutions, illustrating the importance of history in the growth process of a country.		O objetivo deste artigo é verificar, a partir do modelo ampliado de Solow, a importância da qualidade institucional e do capital humano na acumulação de riquezas das nações. A inserção da qualidade institucional no modelo de Solow contribui para aumentar o poder de explicação deste e, apesar da complexidade que envolve a mensuração da qualidade das instituições, apresenta resultados que corroboram os estudos de Acemoglu et alii (2001) no debate sobre a causalidade existente entre crescimento econômico e qualidade das instituições e sugere a importância da história no processo de crescimento de um país.		[Khan, Ahmad Saeed] Universidade Federal do Ceará, Brazil; [Lima, Patrícia Verônica Pinheiro Sales] Universidade Federal do Ceará, Brazil; [Rocha, Leonardo Andrade] Universidade Estadual de Campinas, Brazil			Lima, Patricia/0000-0002-6622-3640		13	0	0	0	0	Fundação Getúlio Vargas	Rio de Janeiro	Rio de Janeiro	1806-9134	03	2010	64	1	57	66	10.1590/S0034-71402010000100004	Economics	SciELO Brazil	Business & Economics	SCIELO:S0034-71402010000100004	gold				
J	Cano, Wilson		América Latina: notas sobre a crise				Economia e Sociedade	Portuguese	book-review									[Cano, Wilson] Universidade Estadual de Campinas, Brazil					35	0	0	0	0	Instituto de Economia da Universidade Estadual de Campinas	Campinas	Campinas	1982-3533	12	2009	18	3	603	621	10.1590/S0104-06182009000300008	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182009000300008	gold				
J	Deos, Simone Silva de; Andrade, Rogério P. de		Metas de inflação: lições da era Greenspan	Inflation targets: lessons from the Greenspan era			Revista de Economia Política	Portuguese	research-article	inflation targeting; monetary policy; central banking				This paper approaches the experience of monetary policy in the Greenspan period and suggests what lessons could be learnt. The adoption of inflation targeting would denote a step backward in the policymaking process in the USA, for, since the 1980s, a distinctive feature is flexibility of response to adjust to unexpected events and changing environments. The Fed was able to exercise an informed judgement in critical situations and this opens the case for the importance of not restraining policymakers' actions through the adoption of tight rules. Furthermore, that the various experiences with inflation targeting are indisputably huge successes, and that this framework represents the state of the art (therefore nothing else can alternatively be done), remains to be seen.				[Deos, Simone Silva de; Andrade, Rogério P. de] Universidade Estadual de Campinas, Brazil			Deos, Simone/0000-0003-1134-0871		36	0	0	0	0	Editora 34	São Paulo	São Paulo	1809-4538	09	2009	29	3	93	113	10.1590/S0101-31572009000300006	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572009000300006	gold				
J	Hoffmann, Rodolfo		Comentário sobre o artigo intitulado "Banking and regional inequality in Brazil: an empirical note				Revista de Economia Política	Portuguese	article-commentary									[Hoffmann, Rodolfo] Universidade Estadual de Campinas, Brazil					4	0	0	0	1	Editora 34	São Paulo	São Paulo	1809-4538	09	2009	29	3	252	253	10.1590/S0101-31572009000300014	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572009000300014	gold				
J	Arruda, José Jobson de Andrade		Da história econômica à cultural: a singular travessia de Stuart Schwartz				Economia e Sociedade	Portuguese	book-review									Universidade Estadual de Campinas; Universidade do Sagrado Coração, Brasil; [Arruda, José Jobson de Andrade] Universidade de São Paulo					0	0	0	0	0	Instituto de Economia da Universidade Estadual de Campinas			1982-3533	08	2009	18	2	433	437	10.1590/S0104-06182009000200010	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182009000200010	gold				
J	Funari, Armando Palermo		Desconcentração produtiva regional do Brasil 1970-2005				Economia e Sociedade	Portuguese	book-review									[Funari, Armando Palermo] Universidade Estadual de Campinas, Brasil					0	0	0	0	0	Instituto de Economia da Universidade Estadual de Campinas			1982-3533	08	2009	18	2	429	432	10.1590/S0104-06182009000200009	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182009000200009	gold				
J	Coutinho, Mauricio Chalflin			Farm to factory: a reinterpretation of the Soviet industrial revolution			Economia e Sociedade	Portuguese	book-review									[Coutinho, Mauricio Chalflin] Universidade Estadual de Campinas, Brasil					0	0	0	0	0	Instituto de Economia da Universidade Estadual de Campinas			1982-3533	04	2009	18	1	233	236	10.1590/S0104-06182009000100008	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182009000100008	gold				
J	Bettini, Humberto Filipe de Andrade Januário; Oliveira, Alessandro Vinícius Marques de		Condicionantes macroeconômicos e regulatórios da determinação da capacidade produtiva: estudo de caso do setor aéreo				Estudos Econômicos (São Paulo)	Portuguese	research-article	Air transportation; capacity setting; economic regulation		Transporte aéreo; dimensionamento da capacidade; regulação econômica		This article aims at identifying elements that affect the decision firms make in what concerns productive capacity setting in markets. Among these elements, macroeconomic, regulatory and competition factors are highlighted. In this paper, a case study for the domestic scheduled airline industry is developed, taking advantage of the particularity of this sector, in which an airline ought to decide capacities in each sub-market (pair of airports) where it is present. By using a three-dimensional panel of data (airline-market-time), we propose an identification of this decision-making process. Among the final results, it can be highlighted that: 1. macroeconomic aggregates such as GDP and exchange rate have significant impact over the decision process of capacity setting; 2. liberalizing measures adopted in 2001 and lasting for the two following years had little impact over seat supply; 3. the commercial agreement the two biggest Brazilian airlines signed in 2003 did impact the market capacity, what shows that stronger market dominance influences the decision airlines make in what concerns their supply, a result justifying an increased surveillance to be undertaken by antitrust authorities.		Este trabalho objetiva identificar fatores macroeconômicos, regulatórios e concorrenciais que afetam a decisão de empresas quanto ao dimensionamento de sua capacidade produtiva. Foi desenvolvido um estudo de caso do transporte aéreo - aproveitando de uma especificidade do setor - que requer a tomada de decisão quanto à capacidade em cada submercado (par de aeroportos) operado. Buscou-se identificar o processo decisório das firmas utilizando-se um painel de dados tridimensional desagregado ao nível da empresa-mercado-tempo. Resultados finais mostraram que: 1. agregados macroeconômicos, como o PIB e a taxa de câmbio, têm impacto estatisticamente significante na formação da capacidade; 2. as medidas advindas do período da quase-desregulamentação do setor, a partir de 2001, tiveram pouco impacto sobre a capacidade, medida pela oferta de assentos; e, por fim, 3. a associação estabelecida entre as duas maiores empresas do setor, em 2003, teve impactos relevantes, ilustrando o fato de que maior dominância afeta a tomada de decisão quanto à oferta, e requer, assim, maior acompanhamento antitruste.		[Bettini, Humberto Filipe de Andrade Januário] Universidade Estadual de Campinas, Brazil; [Bettini, Humberto Filipe de Andrade Januário; Oliveira, Alessandro Vinícius Marques de] Instituto Tecnológico de Aeronáutica		Bettini, Humberto/K-2311-2017			21	0	1	0	0	Faculdade de Economia, Administração e Contabilidade da Universidade de São Paulo (FEA-USP)	São Paulo	São Paulo	1980-5357	03	2009	39	1	161	183	10.1590/S0101-41612009000100006	Economics	SciELO Brazil	Business & Economics	SCIELO:S0101-41612009000100006	gold				
J	Coutinho, Mauricio C.		Economia de Minas e economia da mineração em Celso Furtado	The economy of Minas Gerais and the economy of mining in Celso Furtado			Nova Economia	Portuguese	brief-report	Celso Furtado; mining economy; Minas Gerais		Celso Furtado; economia da mineração; Minas Gerais		The paper aims at a better understanding of the abstract modeling of the Brazilian Economic History, exposed by Celso Furtado in his celebrated essay The Economic Growth of Brazil. The mining cycle of 18th century Minas Gerais is contrasted with the two other main export-led cycles of the Brazilian economy: the Northeastern sugar-cane cycle and the coffee crop cycle. It is also confronted with the general model for a mining economy, to be found in Furtado's studies about Hispanic America. In our view, these contrasts allow us a better understanding of the notorious flaws of Furtado's hypotheses on the development of the slave economy in 19th century Minas Gerais. Additionally, these contrasts may prove instrumental to the understanding of the economic theory underneath Furtado's models of historical abstraction.		O artigo tem por objetivo contribuir para o entendimento do modelo de abstração da história econômica brasileira de Celso Furtado, por meio da análise do ciclo da mineração. O ciclo da mineração ocorrido em Minas Gerais no século XVIII é posto em contraste com os dois outros ciclos induzidos por demanda externa - o ciclo açucareiro e o do café -, assim como confrontado com o modelo geral de economia mineradora, presente nos estudos sobre a América hispânica. Entendemos que por meio destes contrastes podem-se entender as notórias lacunas a respeito do desenvolvimento do escravismo em Minas Gerais no século XIX, presentes em Formação Econômica do Brasil e, em especial, divisar os principais elementos da teoria econômica subjacente aos modelos de abstração histórica de Furtado.		[Coutinho, Mauricio C.] Universidade Estadual de Campinas, Brazil					0	0	1	0	0	Nova Economia	Belo Horizonte	Belo Horizonte	1980-5381	12	2008	18	3	361	378	10.1590/S0103-63512008000300002	Economics	SciELO Brazil	Business & Economics	SCIELO:S0103-63512008000300002	gold				
J	Freitas, Maria Cristina Penido de; Prates, Daniela Magalhães		Investimentos estrangeiros nos sistemas financeiros latino-americanos: os casos da Argentina, do Brasil e do México	Foreigner's investments in the Latin-American financial systems: the experiences of Argentina, Brazil and Mexico			Revista de Economia Contemporânea	Portuguese	research-article	financial globalization; Latin-American financial markets; portfolio investment flows; direct investments		globalização financeira; mercados financeiros latino-americanos; fluxos de portfólio; investimentos diretos estrangeiros		In the 90's, the context of the renewal of capital flows to Latin America, the foreigner's investments in the local financial markets intensified not only as portfolio investments but as direct stock ownership of the financial enterprises. But, this movement is so far to be homogeneous since there are wide differences in the financial openness degrees and the macroeconomics policies across the countries. For this, we examine the effects of this process on the three Latin-American financial systems - the Brazilian, the Argentinean and Mexican ones - which have attracted the majority of the capital inflows to the region.		Desde o retorno dos fluxos de capitais voluntários para a América Latina nos anos 1990 ocorreu a intensificação dos investimentos estrangeiros nos mercados financeiros locais, os quais assumiram, notadamente, as formas de fluxos de portfólio e de investimento direto mediante a aquisição de participação acionária nas instituições financeiras domésticas. Argentina, Brasil e México foram os três países que mais absorveram esses fluxos destinados à região. O objetivo deste artigo é analisar os efeitos desses investimentos sobre os sistemas financeiros domésticos desses três países latino-americanos, que, longe de serem homogêneos, se diferenciaram em função do grau de abertura financeira e da gestão macroeconômica.		[Prates, Daniela Magalhães] Universidade Estadual de Campinas, Brazil; [Freitas, Maria Cristina Penido de] PUC					66	0	1	0	0	Instituto de Economa da Universidade Federal do Rio de Janeiro	Rio de Janeiro	Rio de Janeiro	1980-5527	08	2008	12	2	189	218	10.1590/S1415-98482008000200001	Economics	SciELO Brazil	Business & Economics	SCIELO:S1415-98482008000200001	gold				
J	Macarini, José Pedro		Um aspecto da política econômica do "milagre brasileiro": a política de mercado de capitais e a bolha especulativa 1969-1971				Estudos Econômicos (São Paulo)	Portuguese	research-article	Brazil; Brazil		Brasil; Brasil		This article aims to contribute to the literature on the Brazilian capital market policy implemented during the military dictatorship, examining an unexplored chapter, that related to its main aspects and results observed during the so-called Brazilian "miracle" (1968-1973). During those years an impressive growth cycle occurred as well as an exuberant bubble in the stock market (in its initial phase interpreted by the authorities as a clear signal of the correctness and success of the regime's economic policy). The end of the bubble led to a prolonged stagnation in the stock market, which never resumed during the 70s despite the many successive efforts by the economic policy to revitalize it.		Este artigo busca contribuir para a literatura sobre a política de mercado de capitais desenvolvida pelo regime militar ocupando-se de um capítulo que permaneceu inexplorado, qual seja, as principais medidas e seus resultados observados no período 1968-1973. Nesses anos ocorreu um vigoroso ciclo de crescimento e, em 1969-1971, um exuberante processo especulativo na Bolsa (em uma fase inicial interpretado pelas autoridades como sinal de êxito da política econômica do regime). O fim da bolha especulativa foi seguido de uma prolongada estagnação da Bolsa, não obstante reiteradas tentativas da política econômica de revitalizar o mercado de capitais.		[Macarini, José Pedro] Universidade Estadual de Campinas, Brazil					16	0	0	0	0	Faculdade de Economia, Administração e Contabilidade da Universidade de São Paulo (FEA-USP)	São Paulo	São Paulo	1980-5357	03	2008	38	1	151	172	10.1590/S0101-41612008000100007	Economics	SciELO Brazil	Business & Economics	SCIELO:S0101-41612008000100007	gold				
J	Ramos, Pedro		Os mercados mundiais de açúcar e a evolução da agroindústria canavieira do Brasil entre 1930 e 1980: do açúcar ao álcool para o mercado interno				Economia Aplicada	Portuguese	research-article	Brazil; markets; sugar; alcohol; agreements		Brasil; mercados; açúcar; álcool; acordos		The production and the consumption of sugar are very old. The practices of the developed countries destined to support and to protect yours markets of this product are also old, what was enlarged after the crisis of 1929, starting to exist as much the world free market as the preferential markets. This paper analyzes the relationships of this with the evolution of the sugar's agroindustry of Brazil, showing that the Brazilian exports just reached a new level after the entrance of our sugar in the North American preferential market, since until then our production of sugar was destined to the internal consumption and the market of alcohol fuel it was associated.		A produção e o consumo de açúcar são bastante antigos. Também são antigas as práticas dos países desenvolvidos destinadas a apoiar e proteger seus mercados deste bem, o que se ampliou após a crise de 1929, passando a existir tanto o mercado livre mundial como os mercados preferenciais. Este trabalho analisa estas relações com a evolução da agroindústria canavieira do Brasil, mostrando que as exportações brasileiras alcançaram um novo patamar apenas depois da entrada do nosso açúcar no mercado preferencial norte-americano, já que, até então, nossa produção de açúcar esteve voltada ao consumo interno e a ela esteve associado o mercado de álcool carburante.		[Ramos, Pedro] Fundação Getúlio Vargas, Brazil; [Ramos, Pedro] Universidade Estadual de Campinas, Brazil					37	0	1	0	0	Faculdade de Economia, Administração e Contabilidade de Ribeirão Preto da Universidade de São Paulo	Ribeirão Preto	Ribeirão Preto	1980-5330	12	2007	11	4	559	585	10.1590/S1413-80502007000400006	Economics	SciELO Brazil	Business & Economics	SCIELO:S1413-80502007000400006	gold				
J	Macedo Cintra, Marcos Antonio		Suave fracaso: la política macroeconómica de Brasil durante 1999-2005	Smooth Failure: The Macroeconomic Policy of Brazil during 1999-2005			Investigación económica	Spanish	research-article					Abstract: This paper supports the thesis that the Brazilian macroeconomic model has proven to be capable of creating economic cycles which follow expansion and retraction movements of liquidity and world trade. However, it has not been able to bring the country back to the economic and social development pathway. Exchange, monetary and fiscal policies are contradictory and contribute to obstruct sustained growth, strangle infrastructure enhancement, and limit expansion of social expenditure. This paper is divided into four sections. The first part deals with the external account adjustment and possible impacts of exchange rate valuation since mid-2004. The second section analyses how inappropriate the inflation target policy is under domestic pricing conditions. The third part describes the role of fiscal policy, which is the adjustment variable of the macroeconomic model since it bears impacts of exchange rate and monetary policies. Final considerations outline possible alternative policies as an attempt to dismantle the vicious circle of the macroeconomic model with financial liberalization.	Resumen: El artículo pretende demostrar que el modelo macroeconómico brasileño ha generado ciclos económicos que acompañan a los movimientos de expansión y a la caída de la liquidez y del comercio mundial, pero que no ha sido capaz de reinstalar al país en el camino del desarrollo económico y social. Las políticas cambiaria, monetaria y fiscal son contradictorias y bloquean el crecimiento sostenido, generan estrangulamientos de la infraestructura y el gasto social. El texto está organizado en cuatro apartados. El primero discute el ajuste de las cuentas externas y los posibles impactos de la valorización cambiaria a partir de mediados de 2004. El segundo analiza el carácter inadecuado de la política de metas de inflación, dados los mecanismos de formación de precios internos. El tercero presenta el papel de la política fiscal, una variable de ajuste del modelo macroeconómico dado que absorbe los impactos de las políticas cambiaria y monetaria. Las consideraciones finales presentan posibles políticas alternativas para intentar romper el círculo vicioso del modelo macroeconómico con apertura financiera.			[Macedo Cintra, Marcos Antonio] Universidade Estadual de Campinas, Brazil					39	0	0	0	0	UNAM, Facultad de Economía			0185-1667	09	2007	66	261	61	96		Economics	SciELO Mexico	Business & Economics	SCIELO:S0185-16672007000300061	gold				
J	Coutinho, Mauricio C.		Cantillon e Sismondi sobre população, renda e subsistência	Cantillon and Sismondi on population, revenue and subsistence			Revista de Economia Política	Portuguese	research-article	Cantillon; Sismondi; wages; subsistence; revenue				The paper compares Cantillon's and Sismondi's views on population, revenue and wage of subsistence, having Malthus' law of population as a background. We assume that the XVIII and XIX century controversies on population and economic development provide a good framework for a reappraisal of economics in general, including value and distribution. In our perspective, both Cantillon and Sismondi cannot be put under the umbrella of the Ricardian (or Sraffian) approach to wage and distribution.				[Coutinho, Mauricio C.] Universidade Estadual de Campinas, Brazil					15	0	0	0	0	Editora 34	São Paulo	São Paulo	1809-4538	06	2007	27	2	242	260	10.1590/S0101-31572007000200006	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572007000200006	gold				
J	Montagner, Miguel Ângelo; Montagner, Maria Inez; Silva, Lucas Frazão; Roselino, José Eduardo		O panoptismo e as novas tecnologias: o biocontrole como ideologia moderna				Organizações & Sociedade	Portuguese	research-article					Considering the taylorism as the great solution found by the capitalism to intensify the control systems of the work force, what it is intended here is to show that, after almost one hundred years from its diffusion, has been deepened, modernized and transformed to the extent that nowadays it gives the impression that it was surpassed by more efficient models. This study shows examples of contemporar alternatives which demonstrate or simultaneously the perpetuity and the ways of a new dimension of the taylorist system.		Assumindo o taylorismo como a grande solução encontrada pelo capitalismo para intensificar os sistemas de controle sobre a força de trabalho, pretende-se demonstrar que, passados praticamente cem anos desde sua difusão, esse sistema foi aprofundado, modernizado e transformado pelas tecnologias de informação, bem como em parte substituído pelo que podemos chamar de biocontrole. Este trabalho dá exemplos de alternativas contemporâneas que demonstram ao mesmo tempo a perenidade do taylorismo e as formas de uma nova dimensão do controle social.		[Silva, Lucas Frazão; Roselino, José Eduardo] UNISAL; [Montagner, Miguel Ângelo; Montagner, Maria Inez] Universidade Estadual de Campinas, Brazil					18	0	0	0	0	Escola de Administração da Universidade Federal da Bahia	Salvador	Salvador	1984-9230	06	2007	14	41	31	44	10.1590/S1984-92302007000200001	Management; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S1984-92302007000200001	gold				
J	Oreiro, José Luís; Bó, Inácio Guerberoff Lanari		Endividamento externo e controles de capitais: uma análise computacional de um modelo macrodinâmico Pós-keynesiano				Estudos Econômicos (São Paulo)	Portuguese	research-article	capital controls; computational simulation; macroeconomic dynamics		controles de capitais; simulação computacional; dinâmica macroeconômica		This article analyses the effects of capital controls over the time-path of several macroeconomic variables of developing economies by means of a post-Keynesian macroeconomic model for an open economy without government activities. First of all, we present a macroeconomic model that embodies capital controls as an economic policy instrument. After the stability analysis of the model, we deduce a set of economic plausible values for the parameters. Using these parameter values, we describe the dynamical behavior of capacity utilization level, external debt, net exports and interest rate under different initial conditions. Next, we analyze the effects of exogenous shocks - as changes in foreign interest rate or in international trade flow - over our artificial economy. This exercise make us to realize that capital controls can contribute to the reduction of external debt volatility face an exogenous shock, but they enlarge the effects of these shocks over capacity utilization level. So we can state that the desirability of capital controls is conditional to social preferences over volatility of capacity utilization level vis-à-vis volatility of external debt.		O presente artigo analisa o impacto dos controles de capitais sobre a trajetória temporal de uma série de variáveis macroeconômicas para economias em desenvolvimento a partir de um modelo pós-keynesiano de economia aberta e sem governo. Inicialmente, apresentamos um modelo macroeconômico que introduz o controle de capitais como variável de escolha de política econômica. A partir da análise de estabilidade do modelo deduzimos um conjunto de valores economicamente plausíveis para os parâmetros. Com base nestes parâmetros analisamos o comportamento dinâmico do grau de utilização da capacidade produtiva, do endividamento externo, das exportações líquidas e da taxa de juros sob diferentes condições iniciais. Na seqüência, analisamos a sensibilidade da economia a choques externos como, por exemplo, variações da taxa de juros internacional e do fluxo internacional de comércio. Nesse contexto, constatamos que os controles de capitais podem contribuir para a redução da volatilidade da dívida externa a choques exógenos, mas amplificam os efeitos desses choques sobre o grau de utilização da capacidade produtiva. Desta forma, a desejabilidade da adoção de controles de capitais é condicional às preferências da sociedade no que se refere à volatilidade do grau de utilização da capacidade vis-à-vis à volatilidade do endividamento externo.		[Oreiro, José Luís] Universidade Federal do Paraná, Brazil; [Bó, Inácio Guerberoff Lanari] Universidade Estadual de Campinas, Brazil; [Oreiro, José Luís] Universidade Federal do Rio de Janeiro, Brazil					20	0	0	0	1	Faculdade de Economia, Administração e Contabilidade da Universidade de São Paulo (FEA-USP)	São Paulo	São Paulo	1980-5357	12	2006	36	4	747	777	10.1590/S0101-41612006000400004	Economics	SciELO Brazil	Business & Economics	SCIELO:S0101-41612006000400004	gold				
